id_transacao,data_transacao,id_fornecedor,id_solicitante,id_aprovador,area,categoria_despesa,valor,metodo_pagamento,contrato_id,status
TX000201,2026-05-25,FOR0007,APR008,APR008,TI,Manutenção predial,44215.4,Pix,,Pago
TX000202,2025-07-16,FOR0031,APR017,APR024,TI,Licenças de software,13480.99,Pix,,Pago
TX000203,2026-05-07,FOR0003,APR025,APR010,Logística,Materiais e suprimentos,282435.58,Pix,CTR0003,Pago
TX000204,2026-03-27,FOR0025,APR025,APR025,Logística,Frete e logística,42957.89,Transferência,CTR0025,Pendente
TX000205,2025-07-23,FOR0010,APR017,APR011,Operações,Marketing e eventos,18182.31,Cartão corporativo,,Pago
TX000206,2025-08-05,FOR0003,APR025,APR003,TI,Licenças de software,165204.03,Pix,CTR0003,Pago
TX000207,2026-06-16,FOR0032,APR014,APR003,TI,Frete e logística,157164.47,Pix,CTR0032,Pago
TX000208,2026-01-19,FOR0007,APR012,APR009,Compras,Treinamento,12032.04,Boleto,,Pago
TX000209,2025-12-08,FOR0006,APR007,APR015,Operações,Utilidades,6542.34,Cartão corporativo,CTR0006,Pago
TX000210,2026-03-31,FOR0013,APR025,APR013,Facilities,Manutenção predial,1636368.73,Boleto,CTR0013,Pago
TX000211,2026-04-20,FOR0003,APR020,APR004,Logística,Viagens corporativas,5872.68,Transferência,CTR0003,Pendente
TX000212,2026-04-13,FOR0039,APR003,APR003,TI,Consultoria,483261.39,Pix,CTR0039,Pago
TX000213,2026-05-06,FOR0016,APR021,APR001,TI,Manutenção predial,21070.51,Pix,CTR0016,Pago
TX000214,2026-05-11,FOR0003,APR008,APR014,RH,Manutenção predial,5983.87,Transferência,CTR0003,Pago
TX000215,2025-07-07,FOR0025,APR006,APR013,Facilities,Consultoria,472153.93,Cartão corporativo,CTR0025,Pago
TX000216,2026-03-23,FOR0016,APR010,APR002,Jurídico,Frete e logística,1101.21,Transferência,CTR0016,Pendente
TX000217,2025-12-23,FOR0039,APR023,APR025,Logística,Manutenção predial,27663.38,Cartão corporativo,CTR0039,Pago
TX000218,2026-03-19,FOR0011,APR001,APR019,Compras,Brindes e hospitalidade,1375.22,Boleto,CTR0011,Pago
TX000219,2025-08-18,FOR0039,APR006,APR005,Facilities,Consultoria,63209.12,Transferência,CTR0039,Pendente
TX000220,2026-05-18,FOR0027,APR015,APR012,RH,Marketing e eventos,44913.73,Boleto,CTR0027,Pago
TX000221,2026-06-10,FOR0028,APR025,APR023,TI,Frete e logística,7530.09,Transferência,CTR0028,Pago
TX000222,2025-10-14,FOR0036,APR020,APR023,TI,Materiais e suprimentos,3063.95,Pix,CTR0036,Pago
TX000223,2026-05-18,FOR0016,APR023,APR005,Facilities,Manutenção predial,44338.58,Transferência,CTR0016,Pago
TX000224,2025-09-16,FOR0016,APR015,APR009,Compras,Serviços de TI,633.33,Pix,CTR0016,Pago
TX000225,2025-07-10,FOR0023,APR003,APR012,RH,Treinamento,31922.22,Transferência,CTR0023,Pago
TX000226,2026-02-25,FOR0007,APR021,APR003,TI,Licenças de software,180047.47,Boleto,,Pago
TX000227,2025-11-05,FOR0006,APR018,APR020,Compras,Frete e logística,103740.24,Transferência,CTR0006,Pago
TX000228,2026-04-27,FOR0023,APR022,APR002,Jurídico,Consultoria,11770.61,Boleto,CTR0023,Pago
TX000229,2025-08-08,FOR0026,APR010,APR006,Marketing,Marketing e eventos,22192.5,Cartão corporativo,,Pago
TX000230,2026-06-15,FOR0013,APR013,APR013,Facilities,Marketing e eventos,261705.79,Cartão corporativo,CTR0013,Pago
TX000231,2026-04-13,FOR0012,APR016,APR018,Compras,Viagens corporativas,3967.69,Transferência,CTR0012,Pago
TX000232,2026-02-09,FOR0024,APR004,APR013,Facilities,Licenças de software,629781.4,Boleto,CTR0024,Estornado
TX000233,2025-11-03,FOR0036,APR021,APR007,TI,Utilidades,45877.12,Transferência,CTR0036,Pago
TX000234,2026-04-20,FOR0015,APR021,APR003,TI,Licenças de software,161223.93,Pix,CTR0015,Pago
TX000235,2026-01-19,FOR0016,APR013,APR005,Facilities,Treinamento,36358.55,Pix,CTR0016,Pago
TX000236,2025-07-18,FOR0028,APR009,APR002,Jurídico,Viagens corporativas,23398.83,Cartão corporativo,CTR0028,Pendente
TX000237,2026-02-04,FOR0017,APR025,APR001,TI,Brindes e hospitalidade,289.72,Pix,,Pago
TX000238,2026-03-13,FOR0011,APR002,APR020,Compras,Viagens corporativas,140708.79,Pix,CTR0011,Pago
TX000239,2025-07-09,FOR0027,APR009,APR005,Facilities,,38481.85,Boleto,CTR0027,Pendente
TX000240,2025-09-22,FOR0019,APR016,APR009,Compras,Serviços de TI,2377.44,Cartão corporativo,CTR0019,Pago
TX000241,2025-10-10,FOR0037,APR020,APR012,RH,Serviços de TI,18395.46,Boleto,,Pago
TX000242,2025-06-27,FOR0036,APR021,APR009,Compras,Utilidades,23716.97,Cartão corporativo,CTR0036,Pago
TX000243,2026-05-08,FOR0020,APR017,APR023,TI,Consultoria,2163.88,Cartão corporativo,CTR0020,Pago
TX000244,2026-05-22,FOR0014,APR024,APR018,Compras,Brindes e hospitalidade,872.57,Boleto,CTR0014,Pago
TX000245,2025-11-03,FOR0031,APR011,APR002,Jurídico,Consultoria,6691.55,Transferência,,Pago
TX000246,2025-12-23,FOR0011,APR023,APR019,Compras,Frete e logística,29724.11,Boleto,CTR0011,Pendente
TX000247,2026-05-24,FOR0003,APR012,APR010,Logística,Licenças de software,184761.52,Cartão corporativo,CTR0003,Pago
TX000248,2026-02-19,FOR0013,APR003,APR014,RH,Brindes e hospitalidade,616.89,Pix,CTR0013,Pago
TX000249,2025-09-04,FOR0008,APR015,APR017,Marketing,Frete e logística,9084.72,Transferência,CTR0008,Pago
TX000250,2025-09-12,FOR0018,APR020,APR016,Operações,Materiais e suprimentos,2084.44,Transferência,,Pago
TX000251,2025-12-04,FOR0019,APR005,APR005,Facilities,Brindes e hospitalidade,2928.2,Transferência,CTR0019,Pago
TX000252,2025-09-20,FOR0003,APR010,APR022,Facilities,Consultoria,5621.87,Cartão corporativo,CTR0003,Pago
TX000253,2025-09-29,FOR0015,APR012,APR015,Operações,Utilidades,3284.6,Pix,CTR0015,Pendente
TX000254,2025-07-14,FOR0008,APR022,APR001,TI,Materiais e suprimentos,8604.31,Transferência,CTR0008,Pago
TX000255,2025-10-30,FOR0030,APR018,APR020,Compras,Materiais e suprimentos,79019.6,Transferência,CTR0030,Pago
TX000256,2026-05-09,FOR0024,APR018,APR010,Logística,Treinamento,396943.18,Transferência,CTR0024,Pago
TX000257,2026-03-04,FOR0013,APR019,APR016,Operações,Frete e logística,3887.81,Pix,CTR0013,Pago
TX000258,2025-07-31,FOR0003,APR018,APR011,Operações,Treinamento,1542.3,Cartão corporativo,CTR0003,Pago
TX000259,2025-11-18,FOR0017,APR021,APR021,Operações,Materiais e suprimentos,13033.18,Pix,,Pago
TX000260,2026-05-07,FOR0016,APR015,APR024,TI,,397687.6,Cartão corporativo,CTR0016,Pago
TX000261,2025-08-19,FOR0022,APR006,APR011,Operações,Viagens corporativas,4504.21,Boleto,CTR0022,Pago
TX000262,2025-08-28,FOR0039,APR025,APR004,Logística,Brindes e hospitalidade,1241.2,Pix,CTR0039,Pago
TX000263,2026-04-08,FOR0007,APR020,APR015,Operações,Materiais e suprimentos,6301.36,Cartão corporativo,,Estornado
TX000264,2026-04-06,FOR0006,APR005,APR017,Marketing,Frete e logística,6173.4,Transferência,CTR0006,Pago
TX000265,2025-07-18,FOR0023,APR009,APR021,Operações,Manutenção predial,17628.9,Pix,CTR0023,Pago
TX000266,2025-08-14,FOR0022,APR001,APR013,Facilities,Brindes e hospitalidade,5905.29,Transferência,CTR0022,Pago
TX000267,2025-12-26,FOR0035,APR012,APR003,TI,Licenças de software,121827.28,Pix,,Pendente
TX000268,2025-06-24,FOR0023,APR008,APR011,Operações,Consultoria,1226.21,Cartão corporativo,CTR0023,Pendente
TX000269,2025-08-25,FOR0002,APR007,APR018,Compras,Brindes e hospitalidade,178.4,Pix,CTR0002,Pago
TX000270,2026-02-12,FOR0020,APR016,APR007,TI,,31246.38,Boleto,CTR0020,Estornado
TX000271,2026-06-12,FOR0001,APR006,APR016,Operações,Viagens corporativas,4546.39,Boleto,CTR0001,Pago
TX000272,2025-11-10,FOR0015,APR009,APR004,Logística,Viagens corporativas,5680.94,Cartão corporativo,CTR0015,Pago
TX000273,2026-04-02,FOR0028,APR024,APR015,Operações,Licenças de software,6513.45,Cartão corporativo,CTR0028,Pago
TX000274,2025-12-22,FOR0033,APR004,APR022,Facilities,Manutenção predial,32244.04,Pix,CTR0033,Pago
TX000275,2025-09-06,FOR0017,APR022,APR022,Facilities,Viagens corporativas,24522.85,Cartão corporativo,,Pago
TX000276,2025-12-23,FOR0035,APR002,APR025,Logística,Materiais e suprimentos,14281.33,Boleto,,Pago
TX000277,2026-06-08,FOR0024,APR014,APR024,TI,Marketing e eventos,12456.38,Transferência,CTR0024,Pago
TX000278,2026-04-27,FOR0036,APR018,APR024,TI,Brindes e hospitalidade,675.82,Boleto,CTR0036,Pago
TX000279,2025-11-12,FOR0005,APR010,APR010,Logística,Manutenção predial,127418.43,Cartão corporativo,,Pago
TX000280,2026-05-04,FOR0008,APR022,APR001,TI,,27859.61,Cartão corporativo,CTR0008,Pago
TX000281,2026-01-17,FOR0012,APR019,APR003,TI,Licenças de software,356490.7,Boleto,CTR0012,Pago
TX000282,2025-06-28,FOR0011,APR021,APR022,Facilities,Treinamento,45848.4,Boleto,CTR0011,Pago
TX000283,2026-03-26,FOR0002,APR009,APR021,Operações,Consultoria,7365.86,Cartão corporativo,CTR0002,Pago
TX000284,2026-03-25,FOR0002,APR006,APR017,Marketing,Utilidades,4825.05,Boleto,CTR0002,Pago
TX000285,2026-02-02,FOR0032,APR025,APR022,Facilities,Serviços de TI,38293.69,Boleto,CTR0032,Estornado
TX000286,2025-11-03,FOR0003,APR009,APR001,TI,Manutenção predial,26113.79,Pix,CTR0003,Pago
TX000287,2026-06-16,FOR0006,APR002,APR014,RH,Utilidades,769.14,Transferência,CTR0006,Pago
TX000288,2026-01-09,FOR0003,APR025,APR010,Logística,Brindes e hospitalidade,1865.99,Cartão corporativo,CTR0003,Pendente
TX000289,2026-04-13,FOR0036,APR001,APR021,Operações,Materiais e suprimentos,5195.63,Transferência,CTR0036,Pago
TX000290,2025-10-14,FOR0034,APR006,APR010,Logística,Viagens corporativas,786312.97,Transferência,CTR0034,Pago
TX000291,2025-11-01,FOR0002,APR003,APR006,Marketing,Licenças de software,25734.91,Pix,CTR0002,Pago
TX000292,2026-05-04,FOR0012,APR012,APR011,Operações,Treinamento,13305.73,Boleto,CTR0012,Pago
TX000293,2025-11-11,FOR0021,APR014,APR019,Compras,Consultoria,10968.66,Cartão corporativo,,Pago
TX000294,2026-03-25,FOR0014,APR005,APR016,Operações,Serviços de TI,5659.65,Transferência,CTR0014,Pago
TX000295,2025-10-09,FOR0001,APR019,APR024,TI,Utilidades,378748.24,Pix,CTR0001,Pago
TX000296,2025-08-08,FOR0012,APR017,APR021,Operações,Treinamento,2818.99,Boleto,CTR0012,Pago
TX000297,2026-02-25,FOR0008,APR005,APR020,Compras,Manutenção predial,105846.26,Pix,CTR0008,Pago
TX000298,2026-02-10,FOR0007,APR017,APR008,TI,Utilidades,41847.67,Cartão corporativo,,Pago
TX000299,2025-12-29,FOR0040,APR014,APR004,Logística,Marketing e eventos,5331.44,Transferência,CTR0040,Pendente
TX000300,2025-06-26,FOR0010,APR021,APR017,Marketing,Consultoria,3305.29,Boleto,,Pago
TX000301,2025-10-20,FOR0007,APR023,APR008,TI,Manutenção predial,28090.91,Transferência,,Pago
TX000302,2025-09-01,FOR0027,APR006,APR016,Operações,Viagens corporativas,11125.59,Boleto,CTR0027,Pago
TX000303,2026-05-27,FOR0029,APR025,APR002,Jurídico,Treinamento,5938.6,Boleto,,Estornado
TX000304,2026-05-08,FOR0023,APR006,APR015,Operações,Viagens corporativas,7351.54,Cartão corporativo,CTR0023,Pago
TX000305,2026-01-23,FOR0019,APR023,APR015,Operações,Serviços de TI,18079.31,Boleto,CTR0019,Pago
TX000306,2025-06-23,FOR0039,APR019,APR016,Operações,Serviços de TI,20061.19,Pix,CTR0039,Pago
TX000307,2026-04-20,FOR0037,APR012,APR017,Marketing,Frete e logística,4539.11,Transferência,,Pendente
TX000308,2025-06-25,FOR0036,APR007,APR014,RH,Serviços de TI,8090.9,Transferência,CTR0036,Pendente
TX000309,2025-10-30,FOR0003,APR020,APR017,Marketing,Consultoria,1159.25,Cartão corporativo,CTR0003,Pago
TX000310,2026-02-25,FOR0036,APR018,APR020,Compras,Licenças de software,90844.2,Cartão corporativo,CTR0036,Pago
TX000311,2026-03-10,FOR0032,APR007,APR025,Logística,Frete e logística,32469.01,Transferência,CTR0032,Pago
TX000312,2025-10-14,FOR0039,APR010,APR006,Marketing,Manutenção predial,28011.04,Pix,CTR0039,Pago
TX000313,2025-06-30,FOR0033,APR016,APR013,Facilities,Materiais e suprimentos,758205.86,Cartão corporativo,CTR0033,Pago
TX000314,2025-06-23,FOR0036,APR022,APR007,TI,Frete e logística,31331.1,Cartão corporativo,CTR0036,Pago
TX000315,2025-11-17,FOR0019,APR018,APR025,Logística,Licenças de software,103512.59,Cartão corporativo,CTR0019,Pago
TX000316,2026-03-09,FOR0028,APR003,APR012,RH,Brindes e hospitalidade,3094.96,Cartão corporativo,CTR0028,Estornado
TX000317,2026-06-08,FOR0033,APR015,APR018,Compras,Viagens corporativas,7129.7,Transferência,CTR0033,Pago
TX000318,2026-03-16,FOR0016,APR012,APR016,Operações,Frete e logística,2269.37,Cartão corporativo,CTR0016,Pago
TX000319,2026-04-13,FOR0034,APR007,APR008,TI,Serviços de TI,9031.86,Boleto,CTR0034,Estornado
TX000320,2025-09-10,FOR0012,APR012,APR016,Operações,Frete e logística,7714.46,Transferência,CTR0012,Pago
TX000321,2026-03-02,FOR0001,APR011,APR022,Facilities,Licenças de software,39160.48,Cartão corporativo,CTR0001,Pendente
TX000322,2026-02-23,FOR0024,APR014,APR016,Operações,Frete e logística,1354.21,Cartão corporativo,CTR0024,Pago
TX000323,2025-10-08,FOR0022,APR013,APR013,Facilities,Licenças de software,640289.49,Cartão corporativo,CTR0022,Pago
TX000324,2025-12-26,FOR0013,APR012,APR020,Compras,Brindes e hospitalidade,3177.32,Boleto,CTR0013,Pago
TX000325,2025-09-05,FOR0016,APR007,APR019,Compras,Marketing e eventos,25990.3,Pix,CTR0016,Pago
TX000326,2025-07-17,FOR0030,APR020,APR001,TI,Consultoria,14501.54,Transferência,CTR0030,Pago
TX000327,2025-12-20,FOR0030,APR010,APR007,TI,Consultoria,17213.8,Boleto,CTR0030,Pago
TX000328,2026-02-06,FOR0009,APR025,APR019,Compras,Marketing e eventos,31293.68,Cartão corporativo,CTR0009,Pago
TX000329,2025-08-04,FOR0009,APR003,APR015,Operações,Consultoria,5710.79,Cartão corporativo,CTR0009,Pago
TX000330,2025-09-25,FOR0030,APR006,APR021,Operações,Brindes e hospitalidade,559.26,Boleto,CTR0030,Pago
TX000331,2026-04-04,FOR0034,APR016,APR022,Facilities,Manutenção predial,5299.92,Transferência,CTR0034,Pago
TX000332,2025-08-26,FOR0030,APR022,APR004,Logística,Viagens corporativas,2426.57,Transferência,CTR0030,Pendente
TX000333,2026-03-26,FOR0018,APR024,APR002,Jurídico,Brindes e hospitalidade,3279.74,Pix,,Pago
TX000334,2025-09-10,FOR0016,APR009,APR017,Marketing,Frete e logística,4176.74,Boleto,CTR0016,Pago
TX000335,2025-12-31,FOR0033,APR019,APR012,RH,Brindes e hospitalidade,629.24,Pix,CTR0033,Pendente
TX000336,2026-05-04,FOR0030,APR018,APR013,Facilities,Viagens corporativas,91288.76,Cartão corporativo,CTR0030,Pago
TX000337,2026-02-09,FOR0021,APR020,APR021,Operações,Serviços de TI,2806.36,Boleto,,Pago
TX000338,2026-02-02,FOR0001,APR024,APR011,Operações,Materiais e suprimentos,1120.46,Boleto,CTR0001,Pago
TX000339,2025-07-21,FOR0014,APR006,APR001,TI,Brindes e hospitalidade,383.83,Pix,CTR0014,Pago
TX000340,2025-10-27,FOR0021,APR016,APR006,Marketing,Serviços de TI,33160.71,Pix,,Pago
TX000341,2025-07-14,FOR0011,APR025,APR024,TI,Utilidades,172518.74,Transferência,CTR0011,Pago
TX000342,2025-06-30,FOR0016,APR012,APR009,Compras,Utilidades,1216.36,Transferência,CTR0016,Pago
TX000343,2026-05-05,FOR0002,APR023,APR013,Facilities,Brindes e hospitalidade,308.82,Transferência,CTR0002,Estornado
TX000344,2025-12-17,FOR0025,APR022,APR002,Jurídico,Manutenção predial,3050.66,Boleto,CTR0025,Pago
TX000345,2026-03-02,FOR0008,APR024,APR001,TI,Materiais e suprimentos,20687.5,Cartão corporativo,CTR0008,Pago
TX000346,2026-03-27,FOR0040,APR009,APR011,Operações,Licenças de software,4980.24,Pix,CTR0040,Pago
TX000347,2025-09-29,FOR0016,APR013,APR024,TI,Frete e logística,15401.52,Boleto,CTR0016,Pago
TX000348,2025-07-09,FOR0015,APR006,APR020,Compras,Licenças de software,11879.91,Transferência,CTR0015,Pago
TX000349,2025-08-02,FOR0035,APR021,APR002,Jurídico,Treinamento,2503.45,Pix,,Pendente
TX000350,2026-05-04,FOR0016,APR003,APR003,TI,Viagens corporativas,146964.92,Transferência,CTR0016,Pago
TX000351,2026-03-19,FOR0003,APR007,APR010,Logística,Serviços de TI,1384976.1,Boleto,CTR0003,Pago
TX000352,2025-09-16,FOR0006,APR004,APR018,Compras,Treinamento,4328.49,Cartão corporativo,CTR0006,Pago
TX000353,2026-05-13,FOR0026,APR014,APR022,Facilities,Consultoria,45858.26,Boleto,,Pago
TX000354,2025-07-10,FOR0025,APR001,APR019,Compras,Marketing e eventos,21358.16,Boleto,CTR0025,Pago
TX000355,2026-04-02,FOR0003,APR009,APR010,Logística,Consultoria,2241812.89,Boleto,CTR0003,Pago
TX000356,2025-08-11,FOR0007,APR011,APR004,Logística,Marketing e eventos,5439.4,Boleto,,Pago
TX000357,2026-04-23,FOR0007,APR004,APR024,TI,Manutenção predial,165824.34,Pix,,Pago
TX000358,2026-05-25,FOR0018,APR009,APR003,TI,Viagens corporativas,160209.6,Pix,,Pendente
TX000359,2026-01-12,FOR0025,APR002,APR002,Jurídico,Consultoria,2187.17,Transferência,CTR0025,Pago
TX000360,2025-08-05,FOR0007,APR010,APR008,TI,Serviços de TI,34539.18,Boleto,,Pago
TX000361,2025-10-27,FOR0016,APR017,APR025,Logística,Utilidades,26252.54,Pix,CTR0016,Pago
TX000362,2025-07-07,FOR0006,APR022,APR011,Operações,Viagens corporativas,1914.41,Cartão corporativo,CTR0006,Pago
TX000363,2025-08-09,FOR0031,APR005,APR020,Compras,Materiais e suprimentos,46028.13,Boleto,,Pago
TX000364,2026-03-30,FOR0001,APR009,APR010,Logística,Brindes e hospitalidade,267.5,Boleto,CTR0001,Pago
TX000365,2026-05-05,FOR0027,APR024,APR023,TI,Licenças de software,12969.63,Transferência,CTR0027,Pago
TX000366,2026-01-05,FOR0032,APR009,APR003,TI,Serviços de TI,461549.03,Cartão corporativo,CTR0032,Pago
TX000367,2026-01-12,FOR0009,APR017,APR016,Operações,Brindes e hospitalidade,5619.12,Cartão corporativo,CTR0009,Pago
TX000368,2026-04-03,FOR0024,APR001,APR012,RH,Materiais e suprimentos,40540.48,Cartão corporativo,CTR0024,Pago
TX000369,2026-04-13,FOR0019,APR008,APR013,Facilities,Utilidades,582972.14,Cartão corporativo,CTR0019,Estornado
TX000370,2026-03-18,FOR0008,APR024,APR015,Operações,Utilidades,7963.29,Boleto,CTR0008,Pago
TX000371,2025-07-08,FOR0018,APR005,APR021,Operações,Licenças de software,1265.49,Pix,,Pendente
TX000372,2026-05-04,FOR0040,APR001,APR014,RH,Marketing e eventos,1891.4,Boleto,CTR0040,Pago
TX000373,2026-03-02,FOR0016,APR013,APR020,Compras,Brindes e hospitalidade,677.6,Boleto,CTR0016,Pago
TX000374,2025-09-22,FOR0017,APR004,APR002,Jurídico,Frete e logística,9094.19,Pix,,Estornado
TX000375,2026-05-04,FOR0012,APR013,APR023,TI,Materiais e suprimentos,7618.96,Transferência,CTR0012,Pago
TX000376,2025-07-14,FOR0036,APR025,APR017,Marketing,Materiais e suprimentos,2411.49,Transferência,CTR0036,Pago
TX000377,2026-06-11,FOR0014,APR002,APR007,TI,Marketing e eventos,20010.8,Pix,CTR0014,Pago
TX000378,2026-02-10,FOR0036,APR007,APR003,TI,Licenças de software,329932.2,Boleto,CTR0036,Pago
TX000379,2026-05-13,FOR0007,APR016,APR015,Operações,Manutenção predial,1311.9,Pix,,Pago
TX000380,2025-09-08,FOR0009,APR022,APR024,TI,Viagens corporativas,259556.64,Transferência,CTR0009,Pago
TX000381,2025-11-01,FOR0022,APR021,APR014,RH,Manutenção predial,12407.78,Pix,CTR0022,Pago
TX000382,2026-04-26,FOR0023,APR021,APR018,Compras,Treinamento,4283.65,Cartão corporativo,CTR0023,Pendente
TX000383,2025-07-09,FOR0010,APR020,APR020,Compras,,399450.29,Cartão corporativo,,Pendente
TX000384,2026-04-13,FOR0020,APR021,APR011,Operações,Manutenção predial,5699.81,Pix,CTR0020,Pago
TX000385,2026-01-27,FOR0005,APR024,APR024,TI,Consultoria,72209.08,Pix,,Pago
TX000386,2026-04-13,FOR0036,APR004,APR005,Facilities,Viagens corporativas,32312.33,Transferência,CTR0036,Pago
TX000387,2026-05-08,FOR0039,APR020,APR016,Operações,Marketing e eventos,7830.18,Pix,CTR0039,Pago
TX000388,2025-07-07,FOR0039,APR004,APR017,Marketing,Treinamento,2814.39,Boleto,CTR0039,Pendente
TX000389,2025-07-28,FOR0015,APR009,APR020,Compras,Utilidades,119311.3,Cartão corporativo,CTR0015,Pago
TX000390,2025-12-15,FOR0007,APR011,APR025,Logística,Treinamento,2310.28,Pix,,Pago
TX000391,2025-07-21,FOR0030,APR025,APR002,Jurídico,Licenças de software,4362.23,Cartão corporativo,CTR0030,Pago
TX000392,2026-01-01,FOR0032,APR011,APR018,Compras,Consultoria,12664.92,Pix,CTR0032,Pendente
TX000393,2025-12-30,FOR0038,APR009,APR006,Marketing,Consultoria,13217.38,Boleto,,Estornado
TX000394,2026-03-06,FOR0039,APR016,APR017,Marketing,,1033.44,Pix,CTR0039,Pago
TX000395,2025-10-06,FOR0015,APR005,APR024,TI,Serviços de TI,172844.29,Transferência,CTR0015,Pago
TX000396,2025-11-29,FOR0028,APR023,APR001,TI,Consultoria,3076.29,Boleto,CTR0028,Pago
TX000397,2026-03-14,FOR0025,APR019,APR011,Operações,Brindes e hospitalidade,1660.86,Cartão corporativo,CTR0025,Pago
TX000398,2025-07-18,FOR0036,APR016,APR009,Compras,Manutenção predial,19392.31,Transferência,CTR0036,Pago
TX000399,2026-05-04,FOR0019,APR016,APR004,Logística,Treinamento,5865.24,Boleto,CTR0019,Pago
TX000400,2026-06-08,FOR0005,APR010,APR023,TI,Brindes e hospitalidade,722.71,Pix,,Pago
TX000401,2026-02-10,FOR0028,APR012,APR008,TI,Consultoria,32482.66,Transferência,CTR0028,Pago
TX000402,2025-08-18,FOR0017,APR024,APR012,RH,Treinamento,23857.73,Cartão corporativo,,Pago
