id_transacao,data_transacao,id_fornecedor,id_solicitante,id_aprovador,area,categoria_despesa,valor,metodo_pagamento,contrato_id,status
TX000403,2025-10-07,FOR0012,APR018,APR018,Compras,Licenças de software,4541.37,Pix,CTR0012,Pago
TX000404,2025-08-20,FOR0012,APR016,APR019,Compras,Utilidades,119987.59,Transferência,CTR0012,Pago
TX000405,2026-05-19,FOR0005,APR017,APR015,Operações,Utilidades,7142.09,Boleto,,Pago
TX000406,2026-02-06,FOR0001,APR020,APR019,Compras,Utilidades,91016.05,Cartão corporativo,CTR0001,Pago
TX000407,2025-06-27,FOR0017,APR020,APR010,Logística,Viagens corporativas,843606.12,Boleto,,Pago
TX000408,2025-07-08,FOR0036,APR011,APR010,Logística,Materiais e suprimentos,758677.96,Pix,CTR0036,Pago
TX000409,2025-12-24,FOR0019,APR013,APR021,Operações,Frete e logística,4473.84,Boleto,CTR0019,Pago
TX000410,2026-06-15,FOR0001,APR016,APR005,Facilities,Brindes e hospitalidade,1772.38,Boleto,CTR0001,Pago
TX000411,2025-10-22,FOR0022,APR025,APR015,Operações,Frete e logística,5641.16,Cartão corporativo,CTR0022,Pago
TX000412,2026-03-19,FOR0033,APR025,APR002,Jurídico,Treinamento,6414.48,Cartão corporativo,CTR0033,Estornado
TX000413,2025-12-01,FOR0028,APR020,APR015,Operações,Brindes e hospitalidade,709.35,Transferência,CTR0028,Pendente
TX000414,2025-07-11,FOR0031,APR006,APR016,Operações,Viagens corporativas,8999.84,Cartão corporativo,,Pago
TX000415,2026-05-09,FOR0030,APR025,APR024,TI,Manutenção predial,122137.58,Boleto,CTR0030,Pago
TX000416,2025-08-19,FOR0007,APR017,APR017,Marketing,Treinamento,7920.73,Boleto,,Pendente
TX000417,2025-08-05,FOR0017,APR011,APR022,Facilities,Frete e logística,36971.74,Boleto,,Pago
TX000418,2025-11-05,FOR0019,APR016,APR016,Operações,Brindes e hospitalidade,854.49,Boleto,CTR0019,Pago
TX000419,2025-09-05,FOR0034,APR009,APR015,Operações,Licenças de software,6351.59,Cartão corporativo,CTR0034,Pago
TX000420,2026-05-01,FOR0024,APR014,APR015,Operações,Materiais e suprimentos,18203.75,Cartão corporativo,CTR0024,Pendente
TX000421,2026-06-04,FOR0030,APR012,APR009,Compras,Brindes e hospitalidade,621.63,Transferência,CTR0030,Pago
TX000422,2025-11-17,FOR0001,APR008,APR022,Facilities,,60033.28,Transferência,CTR0001,Pago
TX000423,2025-08-28,FOR0040,APR021,APR002,Jurídico,Treinamento,6572.68,Boleto,CTR0040,Pago
TX000424,2026-06-12,FOR0022,APR015,APR004,Logística,Serviços de TI,8504.26,Cartão corporativo,CTR0022,Pago
TX000425,2025-09-22,FOR0036,APR010,APR009,Compras,Viagens corporativas,740.53,Boleto,CTR0036,Pago
TX000426,2025-11-02,FOR0006,APR024,APR020,Compras,Viagens corporativas,119800.87,Cartão corporativo,CTR0006,Pago
TX000427,2025-12-08,FOR0007,APR023,APR025,Logística,Materiais e suprimentos,30907.26,Pix,,Pago
TX000428,2025-08-25,FOR0038,APR017,APR016,Operações,Serviços de TI,229.77,Cartão corporativo,,Estornado
TX000429,2026-02-13,FOR0030,APR003,APR011,Operações,Utilidades,18252.08,Boleto,CTR0030,Pago
TX000430,2026-05-12,FOR0035,APR003,APR006,Marketing,Viagens corporativas,29377.77,Transferência,,Pago
TX000431,2026-02-09,FOR0036,APR019,APR007,TI,Viagens corporativas,91690.02,Cartão corporativo,CTR0036,Pago
TX000432,2025-09-08,FOR0019,APR019,APR002,Jurídico,Utilidades,4325.33,Transferência,CTR0019,Pago
TX000433,2026-05-16,FOR0001,APR007,APR002,Jurídico,Treinamento,20668.8,Transferência,CTR0001,Pago
TX000434,2025-10-06,FOR0005,APR003,APR015,Operações,Serviços de TI,19127.17,Pix,,Pendente
TX000435,2025-11-10,FOR0016,APR004,APR011,Operações,Frete e logística,5537.77,Cartão corporativo,CTR0016,Pago
TX000436,2025-07-01,FOR0027,APR006,APR018,Compras,,22786.82,Transferência,CTR0027,Pago
TX000437,2025-10-06,FOR0027,APR005,APR006,Marketing,Viagens corporativas,36650.83,Pix,CTR0027,Pago
TX000438,2025-11-24,FOR0033,APR022,APR014,RH,,4698.99,Boleto,CTR0033,Pago
TX000439,2025-11-15,FOR0016,APR008,APR007,TI,Licenças de software,21889.72,Boleto,CTR0016,Pago
TX000440,2026-02-02,FOR0026,APR007,APR022,Facilities,Utilidades,3431.24,Pix,,Pago
TX000441,2025-10-21,FOR0016,APR004,APR002,Jurídico,Manutenção predial,461.59,Cartão corporativo,CTR0016,Pago
TX000442,2026-01-01,FOR0015,APR007,APR014,RH,Serviços de TI,1082.58,Pix,CTR0015,Pago
TX000443,2025-11-10,FOR0028,APR013,APR002,Jurídico,Viagens corporativas,4319.66,Transferência,CTR0028,Pago
TX000444,2026-05-15,FOR0036,APR006,APR009,Compras,Manutenção predial,2178.68,Boleto,CTR0036,Pendente
TX000445,2025-10-14,FOR0011,APR020,APR003,TI,Brindes e hospitalidade,306.92,Boleto,CTR0011,Pago
TX000446,2026-03-23,FOR0002,APR019,APR019,Compras,,35587.29,Transferência,CTR0002,Pendente
TX000447,2025-10-23,FOR0036,APR010,APR015,Operações,,8749.41,Pix,CTR0036,Pago
TX000448,2026-01-16,FOR0027,APR024,APR022,Facilities,Materiais e suprimentos,21869.23,Pix,CTR0027,Pendente
TX000449,2026-05-04,FOR0005,APR024,APR023,TI,Consultoria,2869.31,Transferência,,Pendente
TX000450,2026-05-09,FOR0002,APR015,APR020,Compras,Utilidades,13281.26,Transferência,CTR0002,Pago
TX000451,2025-10-08,FOR0015,APR024,APR018,Compras,Serviços de TI,6836.42,Cartão corporativo,CTR0015,Pago
TX000452,2026-02-18,FOR0020,APR004,APR012,RH,Serviços de TI,21358.48,Cartão corporativo,CTR0020,Pago
TX000453,2025-09-22,FOR0037,APR013,APR015,Operações,Serviços de TI,8155.81,Transferência,,Estornado
TX000454,2026-03-27,FOR0023,APR023,APR006,Marketing,Frete e logística,29227.43,Pix,CTR0023,Pago
TX000455,2025-12-15,FOR0011,APR020,APR015,Operações,Frete e logística,4876.58,Pix,CTR0011,Pendente
TX000456,2025-10-17,FOR0025,APR009,APR019,Compras,Marketing e eventos,41422.69,Transferência,CTR0025,Estornado
TX000457,2026-06-12,FOR0009,APR024,APR005,Facilities,Manutenção predial,13836.1,Boleto,CTR0009,Pendente
TX000458,2025-09-08,FOR0036,APR013,APR008,TI,Brindes e hospitalidade,111.91,Boleto,CTR0036,Pago
TX000459,2026-03-30,FOR0021,APR025,APR018,Compras,Manutenção predial,8550.3,Cartão corporativo,,Pago
TX000460,2025-12-15,FOR0038,APR015,APR016,Operações,Treinamento,7396.19,Transferência,,Pago
TX000461,2026-05-18,FOR0001,APR005,APR005,Facilities,Frete e logística,5161.65,Cartão corporativo,CTR0001,Pago
TX000462,2026-03-02,FOR0036,APR008,APR007,TI,Utilidades,4931.96,Transferência,CTR0036,Pago
TX000463,2026-04-11,FOR0020,APR015,APR022,Facilities,Consultoria,77506.72,Pix,CTR0020,Pago
TX000464,2025-08-06,FOR0017,APR020,APR024,TI,Viagens corporativas,78554.88,Cartão corporativo,,Pago
TX000465,2026-06-22,FOR0019,APR016,APR003,TI,Viagens corporativas,53199.19,Boleto,CTR0019,Pendente
TX000466,2026-02-16,FOR0023,APR019,APR006,Marketing,,38556.33,Boleto,CTR0023,Pendente
TX000467,2026-05-19,FOR0030,APR024,APR009,Compras,Utilidades,2789.2,Cartão corporativo,CTR0030,Pago
TX000468,2025-12-31,FOR0034,APR004,APR016,Operações,Brindes e hospitalidade,517.96,Cartão corporativo,CTR0034,Pago
TX000469,2025-12-27,FOR0022,APR022,APR006,Marketing,Manutenção predial,3379.97,Transferência,CTR0022,Pago
TX000470,2025-11-24,FOR0036,APR023,APR017,Marketing,Manutenção predial,8051.99,Cartão corporativo,CTR0036,Pago
TX000471,2025-09-14,FOR0008,APR012,APR004,Logística,,3557.13,Boleto,CTR0008,Pago
TX000472,2026-01-22,FOR0033,APR004,APR007,TI,Licenças de software,33064.62,Boleto,CTR0033,Pago
TX000473,2025-08-22,FOR0016,APR002,APR001,TI,Brindes e hospitalidade,394.68,Boleto,CTR0016,Pendente
TX000474,2026-02-25,FOR0008,APR023,APR023,TI,Viagens corporativas,7256.27,Transferência,CTR0008,Pago
TX000475,2025-08-11,FOR0002,APR002,APR002,Jurídico,Marketing e eventos,14873.86,Boleto,CTR0002,Pendente
TX000476,2025-12-18,FOR0016,APR020,APR019,Compras,,106599.36,Boleto,CTR0016,Pendente
TX000477,2025-06-25,FOR0027,APR019,APR017,Marketing,Licenças de software,1923.93,Boleto,CTR0027,Pago
TX000478,2025-10-17,FOR0033,APR018,APR017,Marketing,Brindes e hospitalidade,982.8,Cartão corporativo,CTR0033,Pago
TX000479,2026-01-06,FOR0023,APR005,APR004,Logística,Marketing e eventos,565.48,Cartão corporativo,CTR0023,Pago
TX000480,2026-06-05,FOR0025,APR016,APR022,Facilities,Viagens corporativas,4132.41,Pix,CTR0025,Pago
TX000481,2025-08-14,FOR0036,APR019,APR022,Facilities,Utilidades,62894.15,Boleto,CTR0036,Pendente
TX000482,2026-04-16,FOR0011,APR010,APR003,TI,Viagens corporativas,453051.65,Pix,CTR0011,Pago
TX000483,2026-03-02,FOR0019,APR009,APR012,RH,Licenças de software,35559.98,Boleto,CTR0019,Pago
TX000484,2026-05-09,FOR0001,APR021,APR001,TI,Brindes e hospitalidade,4428.1,Pix,CTR0001,Pago
TX000485,2026-01-29,FOR0023,APR002,APR015,Operações,Licenças de software,7937.05,Pix,CTR0023,Pago
TX000486,2025-09-15,FOR0002,APR024,APR011,Operações,,7943.25,Pix,CTR0002,Pago
TX000487,2026-03-14,FOR0023,APR006,APR016,Operações,Utilidades,4428.37,Pix,CTR0023,Pago
TX000488,2026-04-18,FOR0014,APR025,APR020,Compras,Materiais e suprimentos,27075.65,Cartão corporativo,CTR0014,Pendente
TX000489,2025-12-01,FOR0007,APR022,APR013,Facilities,Viagens corporativas,615116.01,Transferência,,Pendente
TX000490,2026-03-13,FOR0016,APR020,APR010,Logística,,434818.45,Pix,CTR0016,Pago
TX000491,2026-06-03,FOR0007,APR024,APR019,Compras,Viagens corporativas,5397.66,Cartão corporativo,,Pago
TX000492,2025-10-10,FOR0020,APR019,APR006,Marketing,Utilidades,36421.73,Pix,CTR0020,Pago
TX000493,2026-02-23,FOR0037,APR018,APR008,TI,Serviços de TI,13301.42,Transferência,,Pago
TX000494,2026-02-10,FOR0014,APR017,APR021,Operações,Licenças de software,3928.83,Transferência,CTR0014,Pago
TX000495,2026-03-23,FOR0031,APR022,APR021,Operações,Utilidades,6879.87,Pix,,Pendente
TX000496,2026-01-19,FOR0011,APR014,APR019,Compras,Manutenção predial,34589.51,Transferência,CTR0011,Pendente
TX000497,2025-09-08,FOR0040,APR004,APR021,Operações,Manutenção predial,5611.09,Cartão corporativo,CTR0040,Pago
TX000498,2025-11-12,FOR0021,APR015,APR015,Operações,Materiais e suprimentos,2654.41,Transferência,,Pago
TX000499,2026-06-01,FOR0003,APR012,APR024,TI,Marketing e eventos,166103.48,Boleto,CTR0003,Pago
TX000500,2025-10-22,FOR0016,APR003,APR008,TI,Treinamento,42920.0,Cartão corporativo,CTR0016,Pago
TX000501,2025-11-10,FOR0039,APR007,APR011,Operações,Frete e logística,2162.08,Transferência,CTR0039,Pago
TX000502,2025-12-25,FOR0006,APR005,APR016,Operações,Viagens corporativas,2417.12,Cartão corporativo,CTR0006,Pago
TX000503,2025-10-23,FOR0004,APR023,APR001,TI,Utilidades,3460.26,Cartão corporativo,,Pago
TX000504,2025-11-29,FOR0016,APR009,APR022,Facilities,Viagens corporativas,122154.23,Boleto,CTR0016,Pendente
TX000505,2026-02-19,FOR0026,APR017,APR010,Logística,Utilidades,50493.51,Cartão corporativo,,Pendente
TX000506,2025-12-08,FOR0005,APR018,APR023,TI,Marketing e eventos,3366.71,Transferência,,Pago
TX000507,2025-08-18,FOR0039,APR003,APR021,Operações,Materiais e suprimentos,5854.67,Boleto,CTR0039,Pago
TX000508,2025-10-04,FOR0018,APR010,APR020,Compras,Manutenção predial,127744.04,Pix,,Pago
TX000509,2025-08-07,FOR0010,APR008,APR013,Facilities,,1859868.48,Boleto,,Pago
TX000510,2026-03-19,FOR0013,APR002,APR002,Jurídico,Consultoria,5305.19,Pix,CTR0013,Pendente
TX000511,2026-04-27,FOR0011,APR007,APR022,Facilities,Marketing e eventos,23237.57,Boleto,CTR0011,Pendente
TX000512,2026-06-08,FOR0004,APR020,APR014,RH,Marketing e eventos,4258.79,Pix,,Pago
TX000513,2026-04-04,FOR0021,APR004,APR005,Facilities,Viagens corporativas,34124.68,Boleto,,Pago
TX000514,2026-03-09,FOR0035,APR016,APR016,Operações,Treinamento,7488.68,Pix,,Pago
TX000515,2026-02-17,FOR0029,APR011,APR022,Facilities,,8643.99,Pix,,Pago
TX000516,2026-05-04,FOR0008,APR010,APR005,Facilities,Marketing e eventos,42680.67,Cartão corporativo,CTR0008,Pendente
TX000517,2025-07-21,FOR0023,APR016,APR014,RH,Manutenção predial,8505.68,Boleto,CTR0023,Pago
TX000518,2025-09-08,FOR0022,APR025,APR002,Jurídico,Brindes e hospitalidade,526.38,Cartão corporativo,CTR0022,Pago
TX000519,2026-04-13,FOR0040,APR018,APR006,Marketing,Utilidades,27259.63,Boleto,CTR0040,Pendente
TX000520,2025-08-18,FOR0015,APR019,APR025,Logística,,31628.77,Transferência,CTR0015,Pago
TX000521,2026-05-07,FOR0022,APR022,APR015,Operações,Marketing e eventos,252.25,Boleto,CTR0022,Pago
TX000522,2026-01-13,FOR0017,APR003,APR007,TI,Materiais e suprimentos,25622.03,Pix,,Pago
TX000523,2025-11-24,FOR0003,APR005,APR003,TI,Viagens corporativas,139460.54,Cartão corporativo,CTR0003,Pago
TX000524,2026-04-07,FOR0006,APR009,APR022,Facilities,Licenças de software,21044.91,Pix,CTR0006,Pago
TX000525,2025-09-10,FOR0020,APR023,APR012,RH,Licenças de software,21858.62,Transferência,CTR0020,Pago
TX000526,2026-03-17,FOR0039,APR008,APR010,Logística,Manutenção predial,635882.54,Transferência,CTR0039,Pago
TX000527,2025-08-04,FOR0020,APR020,APR002,Jurídico,Utilidades,7515.42,Pix,CTR0020,Pago
TX000528,2026-05-08,FOR0004,APR016,APR006,Marketing,Marketing e eventos,33584.26,Boleto,,Pago
TX000529,2025-08-23,FOR0028,APR007,APR007,TI,Utilidades,91242.26,Pix,CTR0028,Pago
TX000530,2026-01-12,FOR0034,APR022,APR023,TI,Brindes e hospitalidade,715.41,Boleto,CTR0034,Pago
TX000531,2026-05-11,FOR0037,APR015,APR001,TI,Materiais e suprimentos,30188.04,Transferência,,Pago
TX000532,2026-02-21,FOR0020,APR017,APR010,Logística,,157180.02,Boleto,CTR0020,Pago
TX000533,2026-03-03,FOR0021,APR015,APR007,TI,Materiais e suprimentos,113953.14,Cartão corporativo,,Pago
TX000534,2026-03-21,FOR0027,APR003,APR002,Jurídico,Utilidades,8008.71,Transferência,CTR0027,Pago
TX000535,2025-09-15,FOR0023,APR001,APR009,Compras,Treinamento,3320.88,Cartão corporativo,CTR0023,Pago
TX000536,2026-06-22,FOR0032,APR010,APR015,Operações,Treinamento,6636.79,Cartão corporativo,CTR0032,Pago
TX000537,2026-03-01,FOR0031,APR021,APR016,Operações,Serviços de TI,1361.87,Pix,,Pago
TX000538,2025-07-09,FOR0001,APR018,APR010,Logística,Marketing e eventos,162744.92,Transferência,CTR0001,Pago
TX000539,2025-11-06,FOR0023,APR018,APR020,Compras,Consultoria,142487.3,Transferência,CTR0023,Pendente
TX000540,2026-04-11,FOR0010,APR004,APR023,TI,Serviços de TI,7234.87,Transferência,,Pago
TX000541,2025-12-11,FOR0014,APR013,APR007,TI,Licenças de software,40172.17,Boleto,CTR0014,Pago
TX000542,2026-05-11,FOR0001,APR012,APR015,Operações,Brindes e hospitalidade,2924.94,Pix,CTR0001,Pago
TX000543,2025-12-25,FOR0036,APR023,APR008,TI,Viagens corporativas,43832.82,Transferência,CTR0036,Pago
TX000544,2025-07-11,FOR0005,APR023,APR023,TI,Viagens corporativas,1678.92,Transferência,,Pago
TX000545,2025-12-01,FOR0029,APR010,APR021,Operações,Viagens corporativas,6327.84,Cartão corporativo,,Pago
TX000546,2026-06-15,FOR0019,APR015,APR017,Marketing,Frete e logística,5819.24,Pix,CTR0019,Pendente
TX000547,2025-11-17,FOR0002,APR018,APR025,Logística,Viagens corporativas,34302.35,Cartão corporativo,CTR0002,Pago
TX000548,2026-01-26,FOR0001,APR010,APR017,Marketing,,5532.53,Transferência,CTR0001,Pago
TX000549,2025-06-25,FOR0006,APR025,APR012,RH,,6613.74,Boleto,CTR0006,Estornado
TX000550,2025-12-08,FOR0040,APR004,APR012,RH,Utilidades,79880.77,Cartão corporativo,CTR0040,Pago
TX000551,2026-02-07,FOR0010,APR007,APR015,Operações,Serviços de TI,16660.86,Pix,,Pago
TX000552,2026-01-22,FOR0013,APR016,APR019,Compras,Utilidades,20803.6,Boleto,CTR0013,Pago
TX000553,2025-09-11,FOR0033,APR025,APR016,Operações,Licenças de software,13583.32,Transferência,CTR0033,Pago
TX000554,2025-11-25,FOR0016,APR012,APR020,Compras,Materiais e suprimentos,25193.6,Boleto,CTR0016,Pago
TX000555,2026-03-30,FOR0014,APR005,APR005,Facilities,Frete e logística,34284.71,Pix,CTR0014,Pendente
TX000556,2026-06-01,FOR0015,APR015,APR016,Operações,Brindes e hospitalidade,1778.76,Cartão corporativo,CTR0015,Pendente
TX000557,2025-11-12,FOR0020,APR016,APR003,TI,Viagens corporativas,12247.55,Transferência,CTR0020,Pendente
TX000558,2026-04-14,FOR0014,APR018,APR019,Compras,Serviços de TI,4831.84,Boleto,CTR0014,Estornado
TX000559,2026-06-19,FOR0005,APR008,APR025,Logística,Licenças de software,1853.81,Transferência,,Pago
TX000560,2026-03-20,FOR0002,APR018,APR018,Compras,Materiais e suprimentos,1824.57,Transferência,CTR0002,Pago
TX000561,2026-05-04,FOR0009,APR002,APR004,Logística,Serviços de TI,8769.48,Transferência,CTR0009,Pago
TX000562,2025-10-23,FOR0020,APR007,APR010,Logística,Marketing e eventos,764967.26,Pix,CTR0020,Pago
TX000563,2026-05-13,FOR0006,APR014,APR017,Marketing,Consultoria,3863.69,Cartão corporativo,CTR0006,Pendente
TX000564,2026-05-14,FOR0012,APR003,APR018,Compras,Utilidades,2941.52,Boleto,CTR0012,Pendente
TX000565,2026-02-16,FOR0012,APR012,APR012,RH,Viagens corporativas,25981.85,Boleto,CTR0012,Pago
TX000566,2025-10-09,FOR0010,APR022,APR001,TI,Marketing e eventos,18106.91,Transferência,,Pago
TX000567,2025-10-08,FOR0014,APR015,APR006,Marketing,Serviços de TI,33628.32,Cartão corporativo,CTR0014,Estornado
TX000568,2026-04-27,FOR0036,APR015,APR022,Facilities,Marketing e eventos,45235.99,Boleto,CTR0036,Pendente
TX000569,2026-01-12,FOR0001,APR016,APR021,Operações,Utilidades,5202.12,Transferência,CTR0001,Pendente
TX000570,2025-09-22,FOR0010,APR013,APR018,Compras,Consultoria,3587.39,Transferência,,Pendente
TX000571,2025-12-23,FOR0026,APR024,APR004,Logística,,7025.79,Cartão corporativo,,Pendente
TX000572,2025-10-01,FOR0018,APR001,APR023,TI,,6536.43,Transferência,,Pago
TX000573,2025-08-27,FOR0025,APR020,APR009,Compras,Treinamento,5626.75,Boleto,CTR0025,Pago
TX000574,2026-04-06,FOR0032,APR023,APR017,Marketing,,6299.61,Pix,CTR0032,Pago
TX000575,2026-03-16,FOR0015,APR012,APR021,Operações,Viagens corporativas,6321.56,Boleto,CTR0015,Pendente
TX000576,2025-10-16,FOR0022,APR001,APR002,Jurídico,Viagens corporativas,936.28,Transferência,CTR0022,Pago
TX000577,2026-05-11,FOR0003,APR008,APR008,TI,Serviços de TI,83816.3,Boleto,CTR0003,Pendente
TX000578,2026-02-02,FOR0004,APR021,APR004,Logística,Licenças de software,8691.93,Transferência,,Pago
TX000579,2025-11-24,FOR0021,APR002,APR003,TI,Serviços de TI,15160.4,Transferência,,Pago
TX000580,2026-05-26,FOR0001,APR020,APR022,Facilities,Viagens corporativas,28778.59,Pix,CTR0001,Pago
TX000581,2025-08-17,FOR0015,APR007,APR014,RH,Utilidades,4286.69,Transferência,CTR0015,Pago
TX000582,2025-09-26,FOR0027,APR015,APR019,Compras,Licenças de software,19945.32,Transferência,CTR0027,Pendente
TX000583,2025-11-28,FOR0030,APR017,APR005,Facilities,Marketing e eventos,25351.47,Transferência,CTR0030,Pago
TX000584,2026-05-18,FOR0002,APR007,APR017,Marketing,Licenças de software,3998.55,Cartão corporativo,CTR0002,Pendente
TX000585,2026-01-23,FOR0022,APR011,APR007,TI,Consultoria,26474.36,Transferência,CTR0022,Pago
TX000586,2026-01-01,FOR0012,APR025,APR016,Operações,Brindes e hospitalidade,956.38,Transferência,CTR0012,Pago
TX000587,2025-12-27,FOR0007,APR020,APR012,RH,,73566.78,Boleto,,Pago
TX000588,2025-08-16,FOR0037,APR009,APR010,Logística,Licenças de software,196388.8,Pix,,Pago
TX000589,2026-05-08,FOR0011,APR017,APR021,Operações,Frete e logística,3551.15,Transferência,CTR0011,Pendente
TX000590,2026-05-14,FOR0016,APR015,APR004,Logística,Frete e logística,6449.19,Boleto,CTR0016,Pago
TX000591,2025-10-08,FOR0012,APR016,APR018,Compras,Marketing e eventos,7863.52,Transferência,CTR0012,Pendente
TX000592,2026-03-19,FOR0030,APR013,APR006,Marketing,Consultoria,21892.03,Pix,CTR0030,Pago
TX000593,2026-01-12,FOR0039,APR008,APR016,Operações,Materiais e suprimentos,8253.96,Pix,CTR0039,Pago
TX000594,2026-04-18,FOR0017,APR008,APR019,Compras,Manutenção predial,14277.16,Cartão corporativo,,Pago
TX000595,2026-05-23,FOR0016,APR009,APR014,RH,Consultoria,422.46,Cartão corporativo,CTR0016,Pendente
TX000596,2025-10-03,FOR0039,APR017,APR017,Marketing,Frete e logística,11534.56,Cartão corporativo,CTR0039,Pago
TX000597,2026-03-30,FOR0013,APR025,APR010,Logística,Treinamento,918564.59,Cartão corporativo,CTR0013,Pago
TX000598,2026-01-12,FOR0021,APR005,APR010,Logística,Treinamento,30701.65,Boleto,,Pago
TX000599,2025-10-08,FOR0025,APR014,APR016,Operações,Brindes e hospitalidade,474.49,Transferência,CTR0025,Pendente
TX000600,2026-01-23,FOR0016,APR008,APR012,RH,Materiais e suprimentos,30648.17,Cartão corporativo,CTR0016,Pago
TX000601,2025-08-03,FOR0015,APR019,APR022,Facilities,Materiais e suprimentos,48748.75,Transferência,CTR0015,Pago
TX000602,2025-08-05,FOR0015,APR005,APR022,Facilities,Materiais e suprimentos,46537.92,Transferência,CTR0015,Pago
TX000603,2025-08-07,FOR0015,APR011,APR022,Facilities,Materiais e suprimentos,47988.67,Transferência,CTR0015,Pago
TX000604,2025-08-09,FOR0015,APR020,APR022,Facilities,Materiais e suprimentos,49198.13,Transferência,CTR0015,Pago
TX000605,2025-11-04,FOR0027,APR014,APR013,Facilities,Serviços de TI,24662.93,Boleto,CTR0027,Pago
TX000606,2025-11-06,FOR0027,APR003,APR013,Facilities,Serviços de TI,24662.93,Boleto,CTR0027,Pago
